Administrative_Duration,Informational_Duration,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue
0,0,0.003360765,0.22222222,0.37037037,0,0.8,2,4,1,1,3,0,0
0,0,0.002532298,0.25,0.333333335,0,0,2,1,1,1,3,0,0
0,0,0.001781987,0.25,0.333333335,0,0.8,2,3,3,1,3,0,0
0.095991173,0.036871782,0.079129827,0.004273505,0.08959235,0,0,2,2,5,1,3,0,0
0,0,0.003954761,0,0.083333335,0,0.6,2,2,2,3,3,0,0
0,0,0,1,1,0,0.4,2,2,2,1,3,0,0
0,0,0,1,1,0,0.8,2,1,1,2,3,0,0
0.006472968,0,0.006823135,0.04,0.12,0,0.2,2,2,4,1,1,0,0
0,0.036479529296396175,0.016347909205936494,0.06451613,0.177419355,0,0.2,2,1,1,1,3,0,0
0,0,0.004968201,0,0.02777778,0,0,2,1,1,1,4,1,0
0,0,0.017918871636904084,0,0.064814815,0,0.8,2,3,2,1,3,0,0
0,0,0.009019356,0.09090909,0.136363635,0,0.2,2,2,2,3,1,0,0
0,0,0.001484989,0,0.375,0,0,2,4,1,3,3,0,0
0,0,0.004712887,0,0.555555555,0,0,2,2,4,9,3,0,0
0,0,0.003798446,0,0.166666665,0,0,2,2,4,4,1,0,0
0,0,0.002118064,0,0.25,0,0.6,2,2,2,1,2,0,0
0,0.029418975239029175,0.006914319,0,0.171875,0,0.8,2,1,1,3,3,0,0
0,0,0.00064089,0,0.333333335,0,0,2,1,1,3,3,0,0
0,0,0.004578457,0.14,0.5976190499999999,0,0,2,2,4,3,1,0,0
0,0,0,1,1,0,0,2,1,1,3,3,0,0
0,0,0.019356966598585858,0,0.20370370499999998,0,0.4,2,2,2,1,3,0,0
0,0,0.003524375,0,0.25,0,0.4,2,1,1,8,3,0,0
0.13593232806178743,0,0.029281124466858977,0,0.03773585,0,0.6,2,2,2,9,3,0,0
0,0,0.000203209,0.6666666649999999,0.833333335,0,0,2,2,4,1,1,0,0
0,0,0.003470186,0,0.5,0,0,2,2,6,1,2,1,0
0.005884516,0,0.00335816,0,0.11111111,0,0,2,2,2,1,6,0,0
0,0,0,1,1,0,0,2,3,2,3,3,0,0
0,0,0.031531274,0,0.055555555,0,0.8,2,2,2,4,3,0,0
0.032806178742184625,0,0.007018963,0,0.092592595,0,0.6,2,1,1,3,3,0,0
0,0,0.002472377,0,0.166666665,0,0,2,3,2,4,2,0,0
0,0,0.004746755,0.02777778,0.23148148000000002,0,0,2,2,4,5,2,0,0
0,0,0.000390787,0,0.333333335,0,0,2,2,4,1,5,0,0
0,0,0.000656522,0.25,0.75,0,0.4,2,2,2,1,4,0,0
0.030489150422949616,0,0.015684874,0,0.09019608,0,0.2,2,1,1,3,3,0,0
0,0,0,1,1,0,0,2,2,2,7,3,0,0
0,0,0.004259575,0,0.059259259999999994,0,0.2,2,1,1,6,3,0,0
0.005590291,0,0.005377225,0,0.037037035,0,0,2,2,4,2,3,0,0
0,0,0,1,1,0,0,2,2,2,2,3,0,0
0,0.007452807,0.013318009862531215,0,0.045454545,0,0,2,2,2,3,6,0,0
0,0,0.012192544,0.333333335,0.333333335,0,0.4,2,2,4,1,3,0,0
0,0,0.016225462719844368,0,0.166666665,0,0,2,2,2,1,1,0,0
0,0,0.008956831,0,0.25,0,0,2,2,2,3,3,0,0
0,0,0.019245983183064762,0.035714285,0.151785715,0,0,2,1,1,4,3,0,0
0,0,0.004949965,0,0.136363635,0,0.8,2,2,2,2,1,0,0
0,0,0.013657783367917585,0.0375,0.140833335,0,0,2,1,2,1,1,0,0
0,0,0,1,1,0,0.4,2,2,2,3,4,0,0
0,0,0.000250103,0.5,0.75,0,0,2,2,5,5,1,0,0
0,0,0.009613352,0,0.131578945,0,0.2,2,2,2,3,3,0,0
0,0,0.004091536,0,0.133333335,0,0,2,2,6,1,1,0,0
0,0,0.009627157,0.166666665,0.24965405,0,0,2,3,2,2,1,1,0
0,0,0,1,1,0,0,2,3,3,3,2,1,0
0,0,0.001836697,0,0.166666665,0,0.8,2,1,1,1,3,1,0
0,0,0.007841786,0.04347826,0.0942029,0,0.6,2,1,1,4,2,0,0
0.017065097462302316,0.008629566,0.012961091,0.15151515000000002,0.203030305,0,0,2,1,1,1,1,1,0
0.002795145,0,0.019117284,0.076086955,0.06231884,0,0,2,1,1,1,2,1,0
0,0,0.007299895,0,0.083333335,0,0.4,2,1,1,3,3,0,0
0,0,0.011522996405445846,0.04347826,0.057971015,0,0.6,2,2,2,1,3,0,0
0,0,0.002016459,0,0.166666665,0,0,2,1,1,3,2,0,0
0,0,0.000984782,0,0.2,0,0,2,2,2,1,3,0,0
0,0,0.001953933,0.43333333500000004,0.833333335,0,0,2,2,2,1,3,0,0
0,0,0.010697133899235049,0.09090909,0.31818182,0,0,2,2,4,6,1,0,0
0,0,0.010402307,0,0.0725,0,0.8,2,3,2,7,4,1,0
0,0,0.00762034,0,0.095833335,0,0.8,2,1,1,2,4,1,0
0,0,0.006833556,0.055555555,0.166666665,0,0,2,2,4,1,3,0,0
0,0,0.000859731,0.333333335,0.5,0,0.6,2,1,1,1,3,0,0
0,0,0,1,1,0,0.8,2,1,1,1,2,1,0
0.012151526296432512,0,0.006986137,0,0.043010755000000005,0,1,2,2,2,8,1,1,0
0.025597646193453477,0,0.005009885,0,0.076923075,0,0,2,1,1,2,3,0,0
0,0,0.010410557005218063,0,0.07142857,0,0,2,1,1,6,2,0,0
0,0,0.006341835,0.05371901,0.23501317500000002,0,0,2,1,1,1,4,0,0
0,0,0.002551837,0.166666665,0.166666665,0,0.6,2,1,1,6,2,0,0
0,0,0.004443244,0,0.05882353,0,0,2,3,2,6,2,1,0
0,0,0,1,1,0,0.6,2,4,2,1,3,0,0
0,0,0,1,1,0,0,2,2,4,1,1,0,0
0,0,0.004064181,0.041666665,0.125,0,0.8,2,3,2,1,3,1,0
0,0.4747821011032116,0.004374578,0.015873014999999997,0.06382101,0,0,3,2,2,1,8,0,0
0,0,0.014497404045780019,0.055555555,0.136243385,0.022115928,0,3,1,1,3,1,0,0
0.002648032,0,0.013080411564514225,0,0.031699345,0,0,3,2,2,3,2,0,0
0.086437133,0.060014709,0.051320712,0.00980392,0.06754707,0,0,3,3,2,6,2,1,0
0.032806178742184625,0.019024271,0.029212393375514782,0,0.10354437,0.004715826,0,3,2,2,7,2,0,1
0.013828613,0.020004903,0.047021393,0.035714285,0.083639455,0.1286203389693543,0,3,2,2,1,1,0,0
0,0,0,1,1,0,0,3,1,1,1,3,0,0
0.36072085325487313,0.001176759,0.050493546195353824,0.18095238,0.48,0,0,3,2,2,1,2,0,0
0.015299742552408974,0,0.004986438,0,0.1,0,0,3,1,1,1,1,0,0
0,0,0.000656522,0,0.333333335,0,0,3,2,2,3,1,0,0
0,0,0.00553875,0.045454545,0.28831169,0,0,3,1,1,7,2,1,0
0,0,0.055595069,0.01030928,0.050867325,0,0,3,1,1,1,3,0,0
0.016476645825671203,0.056484432458936015,0.040075695,0,0.028985504999999998,0.053467631,0,3,2,2,4,2,0,1
0.033235979,0,0.047113531,0.06534091,0.30703125000000003,0,0,3,2,2,1,2,0,0
0,0,0.013134079600606663,0,0.008333335,0.3017881212379178,0,3,2,2,9,2,0,1
0.027657227,0.049031625,0.030807195,0,0.00862069,0.26607176085271467,0,3,2,4,1,2,1,1
0.009415226,0,0.044815415816757034,0,0.02,0.42415319731631734,0,3,2,2,7,8,1,1
0,0,0.000672153,0,0.2,0,0,3,1,1,1,9,1,0
0.064141228,0,0.004447152,0,0.020833334999999998,0,0,3,1,1,1,2,0,0
0,0,0.002086801,0,0.444444445,0,0,3,1,2,1,8,0,0
0.035012872,0,0.004652967,0,0.041666665,0,0,3,3,2,1,10,0,0
0.082677455,0,0.007092778,0,0.026315790000000002,0,0,3,2,2,5,2,0,0
0.005296065,0,0.020817206143692424,0,0.0625,0.093429946,0,3,2,5,2,3,0,1
0.011769032732622288,0,0.008730174,0,0.142857145,0,0,3,2,2,7,2,1,0
0.031482163,0,0.002279589,0,0.083333335,0,0,3,3,2,7,1,0,0
0,0,0.011426602358580186,0,0.21875,0,0,3,2,4,1,3,0,0
0.014417065097462302,0.049816131,0.002938716,0.166666665,0.1875,0,0,3,3,2,3,2,0,0
0,0,0.008836989,0.18809524,0.24761905,0,0,3,2,6,3,1,0,0
0,0,0.000781573,0,0.25,0,0,3,3,2,8,11,0,0
0.016770872,0,0.009238197,0.033333335,0.166666665,0,0,3,1,2,6,6,1,0
0.000588452,0.10237803383182154,0.004392442,0,0.214285715,0,0,3,2,2,1,2,0,0
0.036189776,0.12016016996322629,0.007563025,0,0.1,0,0,3,2,2,4,1,0,0
0.034718647,0,0.000656522,0,0.333333335,0,0,3,1,2,7,3,0,0
0,0,0.018638744115308966,0.02857143,0.142857145,0,0,3,2,4,2,2,0,0
0,0,0.00309503,0.083333335,0.375,0,0,3,2,2,3,2,0,0
0,0,0.000234472,0,0.333333335,0,0,3,2,4,3,12,0,0
0.011180581095991174,0,0.010051033264797619,0,0.066666665,0.097004746,0,3,2,2,5,1,0,1
0,0,0.000359524,0.4,0.6,0,0,3,2,2,1,1,0,0
0,0,0.000218841,0.5,0.75,0,0,3,3,2,1,1,0,0
0.015888194,0,0.003290424,0,0.1,0,0,3,2,2,1,8,0,0
0.2921662375873483,0,0.023905275,0.007407405,0.045751635,0,0,3,3,2,4,2,0,0
0,0,0.000296998,0,0.5,0,0,3,2,2,3,11,1,0
0.021846267009930122,0.032949252,0.024996018309745644,0,0.032894735,0,0,3,2,2,4,1,0,0
0,0,0.001602225,0,0.11111111,0,0,3,2,2,1,3,0,0
0,0,0.036530738,0,0.066666665,0.049100185,0,3,2,2,1,1,0,1
0,0,0.029441868,0.052631580000000004,0.10526316000000001,0,0,3,2,2,1,3,0,0
0.009415226,0,0.019465866,0.02,0.103333335,0.019753945,0,3,2,2,7,9,1,0
0.19619958317028321,0,0.026176194066343184,0,0.073333335,0,0,3,2,2,3,2,0,0
0,0,0.002063354,0.055555555,0.166666665,0,0,3,4,1,1,3,1,0
0.021478484737035675,0.2902672223584212,0.022419511666772265,0,0.096153845,0.060903752,0,3,2,2,3,2,1,0
0.045310776,0,0.005740656,0.026315790000000002,0.22105263,0,0,3,3,2,2,1,1,0
0.014515140369253403,0.11895072321647464,0.002321273,0,0.070408165,0,0,3,3,2,2,2,0,0
0.034865759470393526,0,0.023169128919791226,0.03448276,0.053001275,0,0,3,3,2,1,8,1,0
0.045163663,0,0.016389469056126406,0.057894734999999996,0.161128425,0,0,3,2,6,1,1,1,0
0,0,0.007471841,0,0.055555555,0,0,3,3,2,2,3,1,0
0,0,0.015322745502049559,0,0.2,0,0,3,2,2,4,3,0,0
0.021257815,0.00843344,0.017580602643019423,0.11403508999999999,0.18275043500000002,0,0,3,2,2,2,2,0,0
0.007208533,0,0.005520513,0.09090909,0.15909091,0,0,3,2,5,1,3,0,0
0,0,0.023276556942517432,0.11764706,0.23235294,0,0,3,2,2,8,1,0,0
0,0.47854866388820794,0.037348785,0.083333335,0.154166665,0,0,3,2,2,1,3,1,0
0,0,0.011770494632025827,0,0.04761905,0,0,3,2,10,1,2,0,0
0,0,0.010757054523680552,0,0.096774195,0,0,3,4,1,1,3,0,0
0,0,0.012677119716564338,0.076923075,0.205128205,0,0,3,2,2,8,1,0,0
0.006472968,0,0.006490967,0.166666665,0.24074074,0,0,3,3,3,1,1,0,0
0.04579075,0,0.014193582350139735,0.025,0.0902638,0.012075603633068237,0,3,2,2,3,2,0,1
0.006276817,0.092179456,0.043039346,0.06338028,0.076006035,0,0,3,3,2,2,1,1,0
0.056197131298271426,0.0392253,0.038337457,0.036231885,0.11126953,0,0,3,3,2,9,3,1,0
0,0,0.081103866,0,0.25,0,0,3,2,5,1,1,0,0
0,0,0,1,1,0,0,3,1,1,1,1,0,0
0,0,0.000890994,0.4,0.6,0,0,3,2,5,2,1,0,0
0,0,0.000125052,0,0.5,0,0,3,2,2,5,1,1,0
0.028392791,0,0.0223633,0.05,0.128333335,0,0,3,1,1,1,1,0,0
0.003824936,0,0.000312629,0,0.25,0,0,3,3,2,3,2,0,0
0.40860610518573004,0,0.021473727756634104,0,0.1,0,0,3,1,1,7,8,0,0
0,0,0.013196865993476501,0,0.051851850000000005,0,0,3,1,1,3,1,0,0
0,0,0.002938716,0,0.166666665,0,0,3,2,2,1,8,0,0
0.015005516734093418,0,0.008243645,0.07777778,0.16931216999999998,0,0,3,7,1,6,1,1,0
0,0,0,1,1,0,0,3,3,3,5,2,0,0
0.046487679,0.025104192203971563,0.0299618,0.032258065,0.093548385,0.024249177299876884,0,3,2,2,3,2,1,1
0,0,0.001818461,0,0.333333335,0,0,3,2,2,1,1,0,0
0,0,0.006205692,0,0.1,0,0,3,2,2,7,2,0,0
0,0,0.08159756,0,0.016649325,0.14225668722275012,0,3,2,5,3,1,1,1
0,0,0.003428502,0,0.058333335,0,0,3,1,8,7,2,0,0
0,0,0.001156729,0,0.2,0,0,3,2,2,1,10,0,0
0,0,0.024378835893901035,0,0.16923077000000003,0,0,3,2,4,1,1,0,0
0,0,0.003696842,0,0.083333335,0,0,3,1,1,1,3,1,0
0.002942258,0,0.005450171,0.17857142999999998,0.26785714499999996,0,0,3,3,2,1,1,1,0
0,0,0,1,1,0,0,3,2,5,1,1,0,0
0.008238323,0.018435891149791616,0.003509264,0,0.07142857,0,0,3,1,1,1,8,0,0
0.007944097,0,0.009406496,0,0.022727275,0,0,3,2,5,3,3,0,0
0,0,0.001180176,0.1,0.066666665,0,0,3,1,1,2,9,1,0
0,0,0.002391614,0,0.25,0,0,3,2,5,6,1,0,0
0.004413387,0,0.003082525,0,0.083333335,0.10777752296353059,0,3,1,1,1,3,1,1
0,0,0.057187722,0.083333335,0.25,0,0,3,4,2,9,1,0,0
0,0,0.018171580358207203,0,0.125,0,0,3,2,2,2,2,0,0
0,0,0.008700475,0.072916665,0.197916665,0,0,3,2,2,3,1,0,0
0,0,0.00064089,0,0.166666665,0,0,3,2,2,1,3,1,0
0,0,0.004690557,0,0.1,0.14923883669614374,0,3,2,2,1,11,1,1
0.36772623,0.080411866,0.025426542,0.053191489999999994,0.13093127499999999,0.01888468,0,3,3,2,2,3,0,0
0,0,0.001082479,0,0.22222222,0,0,3,2,2,4,3,0,0
0.1147480691430673,0,0.018274748040240894,0.1,0.25,0,0,3,3,9,9,2,0,0
0,0,0.00628385,0,0.19047619,0,0,3,2,2,2,1,0,0
0,0,0,1,1,0,0,3,2,2,1,1,0,0
0,0,0.051964207,0.057142855,0.123809525,0,0,3,2,2,1,1,0,0
0.063412669,0.027457710223093897,0.047480580185650344,0.01075269,0.038611925,0,0,3,2,2,5,1,0,0
0,0,0.000922257,0,0.25,0,0,3,1,1,1,10,0,0
0.003236484,0,0.016557685665512245,0.052941175,0.113215195,0,0,3,3,2,6,3,0,0
0.005884516,0,0.011254656221857364,0,0.055555555,0,0,3,2,2,3,6,0,0
0,0,0.014154068347910628,0.0675,0.18738095,0,0,3,3,2,2,1,0,0
0,0,0,1,1,0,0,3,1,1,1,1,1,0
0.002353807,0.005622293,0.009436196,0,0.0625,0.12350394698302959,0,3,2,2,1,7,0,1
0,0,0.00514145,0,0.07142857,0.16527400602940304,0,3,3,2,1,3,0,1
0,0,0.012174047004946346,0,0.11212121,0,0,3,2,5,1,1,0,0
0.050386171,0,0.013311124573357728,0.022727275,0.15953654,0,0,3,3,2,1,1,0,0
0,0,0,1,1,0,0,3,1,1,8,1,0,0
0,0,0.003556159,0,0.11111111,0,0,3,2,2,1,3,0,0
0.066887336,0,0.008267483,0,0.011363635,0,0,3,1,1,1,9,1,0
0,0,0.013643665423985206,0,0.133333335,0,0,3,2,2,2,3,1,0
0,0,0,1,1,0,0,3,3,2,3,1,0,0
0,0,0.013053317022278953,0.062857145,0.22380952499999998,0,0,3,2,2,6,1,0,0
0,0,0.001289596,0,0.25,0,0,3,3,2,1,3,0,0
0,0,0.000203209,0,0.5,0,0,3,3,2,3,1,0,0
0,0,0.000140683,0,0.5,0,0,3,2,2,1,3,1,0
0,0,0.00010942,0,0.5,0,0,3,2,2,1,1,0,0
0,0,0.001477174,0.166666665,0.12777778,0,0,3,3,2,4,11,0,0
0.02530342,0,0.004178291,0,0.08,0,0,3,1,1,4,9,1,0
0,0,0.051779234,0.068965515,0.144827585,0,0,3,2,2,1,13,0,0
0,0,0.00117236,0,0.333333335,0,0,3,2,5,1,3,1,0
0.002059581,0,0.00117236,0.25,0.55,0,0,3,2,2,1,1,0,0
0,0.009414072,0.024189695143505933,0.01851852,0.074074075,0,0,3,3,2,1,1,0,0
0.055013222655388015,0.015690120127482228,0.019948207,0,0.043408825,0,0,3,1,1,6,2,0,0
0.040603163,0.053346408433439574,0.041127953,0,0.048484849999999996,0,0,3,1,2,1,2,0,0
0,0,0.001500621,0,0.5,0,0,3,4,1,1,1,0,0
0.11004045605001839,0,0.021415109755478598,0,0.125,0,0,3,2,2,1,8,0,0
0.017947774917248988,0,0.001516252,0,0.2,0,0,3,2,2,1,1,0,0
0.004119161,0,0.021574029674932903,0,0.051851850000000005,0,0,3,4,1,1,1,0,0
0.011180581095991174,0,0.023190844,0.11458333500000001,0.19186508000000002,0.019634419,0,3,3,2,6,1,0,1
0,0,0.002438509,0,0.2,0,0,3,2,2,4,1,0,0
0,0,0.003763276,0,0.1,0,0,3,2,2,9,2,0,0
0.028245679,0,0.019359571848292147,0.025641025,0.08205128,0,0,3,2,2,1,2,0,0
0.18102243471864657,0,0.039465062,0,0.000877965,0,0,3,1,2,6,1,0,0
0.032659066,0,0.000844099,0,0.142857145,0,0,3,2,2,1,1,0,0
0.043251195292386906,0,0.000547101,0,0.25,0,0,3,2,2,1,2,0,0
0,0,0.002749836,0.066666665,0.133333335,0,0,3,1,1,1,1,1,0
0.015643006,0,0.004120455,0,0.017857145,0,0,3,3,2,1,9,0,0
0.017065097462302316,0,0.001591283,0,0.055555555,0,0,3,3,2,8,2,0,0
0.014269952188304524,0,0.016291784798918674,0,0.011111109999999999,0,0,3,4,2,1,2,0,0
0.006178742,0.045501348369698456,0.00959251,0.041666665,0.118055555,0,0,3,1,2,1,1,0,0
0.033934044,0,0.024837532601180958,0.015384615,0.046068374999999995,0,0,3,2,2,1,1,0,0
0,0.3644030399607747,0.064177593,0.013157895000000001,0.086622805,0,0,3,2,2,3,1,0,0
0.002353807,0,0.00421268,0,0.095238095,0,0,3,2,2,3,1,0,0
0.009499291,0,0.019323619474250105,0,0.142857145,0,0,3,3,2,1,3,0,0
0,0,0.021634210822785892,0,0.059523809999999996,0,0,3,2,2,1,2,0,0
0,0,0.000812836,0,0.125,0,0,3,2,2,1,2,0,0
0.003236484,0,0.010391018,0,0.025287355,0,0,3,3,2,1,2,0,0
0,0,0.001000414,0,0.07142857,0,0,3,2,2,1,3,0,0
0,0,0,1,1,0,0,3,2,2,4,1,0,0
0,0,0.005103674,0.5,0.625,0,0,3,1,1,1,3,0,0
0,0,0.026432463,0.04,0.186666665,0,0,3,1,1,8,1,0,0
0,0,0,1,1,0,0,3,2,2,8,1,0,0
0.081721221,0,0.002794125,0,0.04,0,0,3,3,2,3,8,0,0
0,0,0.006362007,0,0.166666665,0,0,3,2,2,4,3,0,0
0.07095746,0,0.023659267,0.025641025,0.106837605,0,0,3,1,1,1,3,0,0
0.018830452,0,0.013006801565629536,0,0.049382715,0,0,3,2,10,1,3,0,0
0.007502758,0,0.003920893,0,0.083333335,0,0,3,3,2,2,1,1,0
0.018830452,0,0.0088422,0,0.03125,0,0,3,2,2,1,1,0,0
0,0,0.003032505,0.1,0.2,0,0,3,2,5,7,1,0,0
